id,label,community
6139,Reliable,13
6140,Misinformation,28
6141,Reliable,10
6142,Misinformation,28
6143,Misinformation,28
6144,Misinformation,26
6145,Misinformation,3
6146,Misinformation,28
6147,Reliable,28
6148,Misinformation,11
6149,Misinformation,3
6150,Reliable,28
6151,Misinformation,30
6152,Reliable,28
6153,Reliable,13
6154,Reliable,10
6155,Reliable,26
6156,Reliable,13
6157,Reliable,26
6158,Reliable,3
6159,Reliable,28
6160,Misinformation,28
6161,Reliable,3
6162,Reliable,28
6163,Misinformation,25
6164,Reliable,3
6165,Reliable,28
6166,Reliable,28
6167,Reliable,26
6168,Misinformation,5
6169,Misinformation,30
6170,Reliable,28
6171,Reliable,13
6172,Reliable,28
6173,Misinformation,28
6174,Reliable,28
6175,Reliable,21
6176,Reliable,21
6177,Reliable,13
6178,Misinformation,5
6179,Reliable,10
6180,Misinformation,28
6181,Misinformation,5
6182,Reliable,26
6183,Reliable,13
6184,Misinformation,26
6185,Misinformation,11
6186,Misinformation,25
6187,Reliable,28
6188,Misinformation,11
6189,Reliable,28
6190,Reliable,28
6191,Misinformation,28
6192,Misinformation,11
6193,Misinformation,25
6194,Misinformation,11
6195,Misinformation,11
6196,Reliable,26
6197,Misinformation,5
6198,Misinformation,10
6199,Misinformation,28
6200,Reliable,13
6201,Reliable,13
6202,Misinformation,26
6203,Reliable,26
6204,Misinformation,5
6205,Reliable,28
6206,Misinformation,11
6207,Misinformation,11
6208,Reliable,28
6209,Misinformation,11
6210,Misinformation,28
6211,Reliable,11
6212,Misinformation,1
6213,Misinformation,5
6214,Reliable,26
6215,Misinformation,29
6216,Misinformation,5
6217,Misinformation,3
6218,Misinformation,5
6219,Reliable,28
6220,Reliable,28
6221,Misinformation,5
6222,Misinformation,28
6223,Misinformation,10
6224,Misinformation,28
6225,Misinformation,1
6226,Misinformation,28
6227,Misinformation,5
6228,Reliable,28
6229,Reliable,28
6230,Misinformation,28
6231,Misinformation,28
6232,Reliable,13
6233,Misinformation,1
6234,Reliable,28
6235,Misinformation,11
6236,Misinformation,1
6237,Reliable,28
6238,Reliable,21
6239,Misinformation,3
6240,Reliable,25
6241,Reliable,3
6242,Reliable,11
6243,Misinformation,28
6244,Misinformation,1
6245,Misinformation,11
6246,Misinformation,5
6247,Misinformation,10
6248,Misinformation,11
6249,Misinformation,11
6250,Reliable,30
6251,Reliable,26
6252,Reliable,26
6253,Reliable,11
6254,Reliable,28
6255,Misinformation,11
6256,Reliable,10
6257,Reliable,30
6258,Reliable,13
6259,Misinformation,28
6260,Reliable,26
6261,Misinformation,5
6262,Reliable,28
6263,Reliable,5
6264,Reliable,5
6265,Misinformation,1
6266,Misinformation,28
6267,Misinformation,11
6268,Reliable,21
6269,Reliable,28
6270,Reliable,26
6271,Reliable,26
6272,Misinformation,10
6273,Misinformation,1
6274,Reliable,13
6275,Misinformation,10
6276,Reliable,10
6277,Misinformation,13
6278,Reliable,13
6279,Reliable,28
6280,Misinformation,11
6281,Reliable,28
6282,Misinformation,13
6283,Misinformation,5
6284,Reliable,10
6285,Reliable,3
6286,Misinformation,10
6287,Reliable,13
6288,Misinformation,13
6289,Reliable,30
6290,Misinformation,11
6291,Misinformation,25
6292,Reliable,28
6293,Misinformation,26
6294,Reliable,30
6295,Misinformation,28
6296,Misinformation,28
6297,Reliable,28
6298,Misinformation,26
6299,Reliable,28
6300,Misinformation,10
6301,Reliable,13
6302,Misinformation,1
6303,Misinformation,5
6304,Misinformation,10
6305,Misinformation,5
6306,Misinformation,5
6307,Reliable,21
6308,Misinformation,1
6309,Misinformation,1
6310,Reliable,10
6311,Reliable,11
6312,Reliable,10
6313,Misinformation,10
6314,Misinformation,28
6315,Reliable,28
6316,Reliable,13
6317,Misinformation,1
6318,Reliable,28
6319,Misinformation,5
6320,Reliable,13
6321,Reliable,10
6322,Misinformation,26
6323,Misinformation,10
6324,Misinformation,26
6325,Reliable,26
6326,Reliable,26
6327,Reliable,28
6328,Reliable,13
6329,Reliable,13
6330,Misinformation,11
6331,Misinformation,11
6332,Reliable,21
6333,Misinformation,3
6334,Reliable,28
6335,Reliable,28
6336,Misinformation,28
6337,Reliable,28
6338,Misinformation,28
6339,Misinformation,26
6340,Reliable,28
6341,Misinformation,1
6342,Misinformation,5
6343,Reliable,3
6344,Misinformation,29
6345,Reliable,13
6346,Reliable,28
6347,Misinformation,11
6348,Reliable,26
6349,Reliable,26
6350,Reliable,13
6351,Misinformation,17
6352,Reliable,26
6353,Misinformation,5
6354,Reliable,13
6355,Reliable,26
6356,Reliable,30
6357,Misinformation,5
6358,Misinformation,25
6359,Reliable,28
6360,Reliable,30
6361,Reliable,11
6362,Reliable,28
6363,Reliable,13
6364,Reliable,28
6365,Reliable,3
6366,Reliable,26
6367,Reliable,13
6368,Misinformation,5
6369,Misinformation,1
6370,Reliable,13
6371,Misinformation,5
6372,Reliable,28
6373,Misinformation,25
6374,Misinformation,1
6375,Reliable,28
6376,Reliable,28
6377,Reliable,28
6378,Reliable,25
6379,Misinformation,11
6380,Reliable,28
6381,Reliable,28
6382,Reliable,13
6383,Reliable,3
6384,Reliable,13
6385,Reliable,5
6386,Reliable,26
6387,Reliable,13
6388,Reliable,28
6389,Reliable,26
6390,Reliable,28
6391,Misinformation,28
6392,Misinformation,11
6393,Misinformation,5
6394,Misinformation,25
6395,Reliable,13
6396,Misinformation,5
6397,Misinformation,11
6398,Reliable,13
6399,Misinformation,28
6400,Reliable,28
6401,Reliable,25
6402,Reliable,28
6403,Reliable,3
6404,Reliable,13
6405,Reliable,28
6406,Misinformation,5
6407,Misinformation,28
6408,Misinformation,1
6409,Misinformation,28
6410,Misinformation,5
6411,Reliable,26
6412,Misinformation,30
6413,Misinformation,11
6414,Reliable,28
6415,Misinformation,3
6416,Misinformation,11
6417,Misinformation,25
6418,Misinformation,10
6419,Reliable,26
6420,Reliable,13
6421,Misinformation,29
6422,Misinformation,1
6423,Reliable,13
6424,Reliable,28
6425,Reliable,5
6426,Reliable,13
6427,Reliable,10
6428,Reliable,13
6429,Reliable,28
6430,Misinformation,28
6431,Misinformation,25
6432,Reliable,28
6433,Misinformation,28
6434,Misinformation,11
6435,Misinformation,10
6436,Misinformation,28
6437,Misinformation,10
6438,Reliable,28
6439,Reliable,28
6440,Misinformation,5
6441,Misinformation,1
6442,Reliable,5
6443,Misinformation,25
6444,Reliable,11
6445,Reliable,11
6446,Misinformation,13
6447,Misinformation,5
6448,Reliable,26
6449,Misinformation,25
6450,Misinformation,10
6451,Misinformation,5
6452,Reliable,28
6453,Misinformation,5
6454,Reliable,28
6455,Reliable,28
6456,Reliable,26
6457,Reliable,26
6458,Misinformation,11
6459,Reliable,28
6460,Reliable,28
6461,Misinformation,11
6462,Misinformation,5
6463,Misinformation,11
6464,Misinformation,5
6465,Misinformation,28
6466,Reliable,28
6467,Misinformation,29
6468,Misinformation,5
6469,Reliable,13
6470,Misinformation,5
6471,Misinformation,5
6472,Misinformation,11
6473,Misinformation,5
6474,Misinformation,5
6475,Misinformation,10
6476,Reliable,28
6477,Misinformation,5
6478,Reliable,25
6479,Reliable,13
6480,Misinformation,28
6481,Reliable,13
6482,Misinformation,11
6483,Reliable,28
6484,Misinformation,21
6485,Misinformation,10
6486,Reliable,3
6487,Misinformation,1
6488,Reliable,26
6489,Reliable,26
6490,Reliable,26
6491,Misinformation,11
6492,Misinformation,5
6493,Reliable,13
6494,Reliable,21
6495,Reliable,28
6496,Reliable,30
6497,Reliable,28
6498,Misinformation,11
6499,Misinformation,11
6500,Reliable,13
6501,Misinformation,28
6502,Reliable,28
6503,Reliable,21
6504,Reliable,26
6505,Misinformation,5
6506,Reliable,13
6507,Reliable,11
6508,Reliable,13
6509,Misinformation,10
6510,Reliable,13
6511,Misinformation,10
6512,Misinformation,1
6513,Misinformation,5
6514,Misinformation,11
6515,Reliable,25
6516,Misinformation,1
6517,Reliable,25
6518,Reliable,21
6519,Reliable,26
6520,Reliable,13
6521,Misinformation,25
6522,Misinformation,25
6523,Reliable,28
6524,Misinformation,10
6525,Reliable,28
6526,Reliable,28
6527,Reliable,13
6528,Reliable,28
6529,Reliable,13
6530,Reliable,11
6531,Misinformation,28
6532,Reliable,30
6533,Misinformation,28
6534,Reliable,13
6535,Reliable,28
6536,Misinformation,29
6537,Reliable,3
6538,Misinformation,5
6539,Misinformation,1
6540,Reliable,26
6541,Reliable,28
6542,Misinformation,25
6543,Reliable,28
6544,Reliable,10
6545,Reliable,13
6546,Reliable,28
6547,Reliable,13
6548,Misinformation,25
6549,Reliable,13
6550,Reliable,28
6551,Misinformation,5
6552,Reliable,10
6553,Misinformation,10
6554,Misinformation,11
6555,Misinformation,5
6556,Misinformation,10
6557,Reliable,28
6558,Misinformation,5
6559,Reliable,26
6560,Misinformation,28
6561,Misinformation,5
6562,Reliable,28
6563,Misinformation,5
6564,Reliable,10
6565,Reliable,26
6566,Reliable,25
6567,Reliable,26
6568,Reliable,13
6569,Reliable,13
6570,Reliable,30
6571,Reliable,26
6572,Misinformation,1
6573,Misinformation,5
6574,Misinformation,11
6575,Misinformation,1
6576,Reliable,13
6577,Reliable,21
6578,Misinformation,3
6579,Misinformation,28
6580,Misinformation,5
6581,Reliable,5
6582,Reliable,28
6583,Misinformation,30
6584,Misinformation,11
6585,Reliable,13
6586,Reliable,10
6587,Misinformation,5
6588,Misinformation,11
6589,Misinformation,29
6590,Reliable,28
6591,Reliable,5
6592,Reliable,13
6593,Reliable,5
6594,Misinformation,5
6595,Reliable,28
6596,Misinformation,5
6597,Misinformation,13
6598,Reliable,26
6599,Reliable,13
6600,Misinformation,21
6601,Reliable,10
6602,Reliable,28
6603,Misinformation,13
6604,Reliable,25
6605,Misinformation,28
6606,Misinformation,21
6607,Reliable,10
6608,Misinformation,5
6609,Misinformation,13
6610,Misinformation,11
6611,Reliable,26
6612,Reliable,10
6613,Reliable,26
6614,Reliable,5
6615,Misinformation,5
6616,Reliable,26
6617,Reliable,26
6618,Reliable,26
6619,Reliable,28
6620,Misinformation,11
6621,Reliable,13
6622,Misinformation,28
6623,Misinformation,11
6624,Reliable,28
6625,Misinformation,28
6626,Reliable,5
6627,Reliable,28
6628,Misinformation,10
6629,Reliable,3
6630,Reliable,13
6631,Misinformation,25
6632,Misinformation,25
6633,Misinformation,10
6634,Reliable,13
6635,Misinformation,13
6636,Misinformation,11
6637,Misinformation,10
6638,Reliable,28
6639,Misinformation,10
6640,Reliable,11
6641,Reliable,26
6642,Reliable,21
6643,Reliable,5
6644,Misinformation,30
6645,Reliable,3
6646,Misinformation,28
6647,Reliable,26
6648,Misinformation,11
6649,Reliable,26
6650,Reliable,13
6651,Misinformation,11
6652,Reliable,5
6653,Reliable,25
6654,Misinformation,1
6655,Reliable,3
6656,Misinformation,5
6657,Misinformation,5
6658,Reliable,13
6659,Misinformation,25
6660,Reliable,28
6661,Misinformation,11
6662,Reliable,28
6663,Reliable,28
6664,Misinformation,10
6665,Misinformation,1
6666,Reliable,26
6667,Reliable,10
6668,Reliable,30
6669,Misinformation,28
6670,Reliable,13
6671,Reliable,13
6672,Misinformation,11
6673,Reliable,28
6674,Misinformation,1
6675,Misinformation,5
6676,Reliable,28
6677,Misinformation,1
6678,Misinformation,11
6679,Reliable,26
6680,Reliable,26
6681,Reliable,28
6682,Misinformation,5
6683,Misinformation,28
6684,Reliable,26
6685,Misinformation,11
6686,Misinformation,5
6687,Misinformation,28
6688,Reliable,13
6689,Reliable,28
6690,Misinformation,28
6691,Reliable,3
6692,Reliable,26
6693,Misinformation,5
6694,Reliable,26
6695,Reliable,28
6696,Misinformation,28
6697,Misinformation,28
6698,Misinformation,11
6699,Reliable,26
6700,Misinformation,28
6701,Misinformation,28
6702,Misinformation,5
6703,Misinformation,11
6704,Reliable,13
6705,Misinformation,5
6706,Reliable,28
6707,Misinformation,25
6708,Reliable,13
6709,Reliable,11
6710,Misinformation,28
6711,Misinformation,10
6712,Reliable,28
6713,Reliable,3
6714,Misinformation,5
6715,Reliable,28
6716,Misinformation,11
6717,Misinformation,25
6718,Reliable,10
6719,Reliable,28
6720,Reliable,13
6721,Misinformation,11
6722,Reliable,1
6723,Reliable,11
6724,Reliable,28
6725,Reliable,13
6726,Misinformation,11
6727,Misinformation,5
6728,Reliable,3
6729,Reliable,26
6730,Misinformation,5
6731,Reliable,13
6732,Misinformation,1
6733,Misinformation,5
6734,Reliable,10
6735,Misinformation,29
6736,Misinformation,25
6737,Misinformation,5
6738,Reliable,28
6739,Misinformation,28
6740,Misinformation,10
6741,Reliable,13
6742,Reliable,28
6743,Reliable,13
6744,Reliable,30
6745,Misinformation,5
6746,Reliable,28
6747,Misinformation,29
6748,Misinformation,18
6749,Misinformation,25
6750,Misinformation,10
6751,Reliable,10
6752,Misinformation,28
6753,Misinformation,28
6754,Misinformation,5
6755,Misinformation,1
6756,Misinformation,28
6757,Misinformation,28
6758,Misinformation,29
6759,Misinformation,10
6760,Reliable,13
6761,Reliable,13
6762,Reliable,26
6763,Misinformation,28
6764,Reliable,25
6765,Misinformation,25
6766,Misinformation,1
6767,Misinformation,5
6768,Reliable,28
6769,Reliable,10
6770,Reliable,5
6771,Misinformation,29
6772,Misinformation,3
6773,Misinformation,29
6774,Reliable,28
6775,Misinformation,10
6776,Misinformation,11
6777,Reliable,28
6778,Misinformation,13
6779,Reliable,13
6780,Reliable,28
6781,Reliable,30
6782,Reliable,13
6783,Misinformation,25
6784,Misinformation,29
6785,Reliable,13
6786,Misinformation,13
6787,Misinformation,28
6788,Reliable,13
6789,Misinformation,1
6790,Misinformation,28
6791,Reliable,21
6792,Reliable,26
6793,Reliable,28
6794,Reliable,10
6795,Reliable,3
6796,Reliable,13
6797,Reliable,28
6798,Misinformation,5
6799,Reliable,25
6800,Reliable,26
6801,Reliable,13
6802,Reliable,28
6803,Reliable,13
6804,Misinformation,28
6805,Reliable,11
6806,Reliable,21
6807,Reliable,26
6808,Reliable,25
6809,Misinformation,11
6810,Reliable,28
6811,Reliable,13
6812,Reliable,28
6813,Misinformation,5
6814,Reliable,28
6815,Misinformation,28
6816,Misinformation,29
6817,Misinformation,28
6818,Misinformation,1
6819,Misinformation,25
6820,Reliable,28
6821,Misinformation,11
6822,Misinformation,28
6823,Reliable,25
6824,Reliable,13
6825,Reliable,21
6826,Reliable,3
6827,Misinformation,1
6828,Misinformation,1
6829,Reliable,26
6830,Reliable,28
6831,Reliable,26
6832,Reliable,26
6833,Misinformation,13
6834,Reliable,11
6835,Misinformation,5
6836,Reliable,30
6837,Misinformation,28
6838,Reliable,13
6839,Reliable,3
6840,Reliable,3
6841,Reliable,10
6842,Reliable,5
6843,Reliable,13
6844,Reliable,13
6845,Misinformation,28
6846,Misinformation,1
6847,Reliable,28
6848,Misinformation,1
6849,Reliable,28
6850,Misinformation,5
6851,Reliable,28
6852,Reliable,26
6853,Reliable,21
6854,Misinformation,5
6855,Misinformation,28
6856,Reliable,3
6857,Reliable,28
6858,Reliable,13
6859,Reliable,13
6860,Reliable,10
6861,Reliable,13
6862,Misinformation,28
6863,Misinformation,10
6864,Reliable,13
6865,Reliable,28
6866,Misinformation,25
6867,Misinformation,28
6868,Misinformation,28
6869,Misinformation,11
6870,Reliable,28
6871,Reliable,28
6872,Misinformation,5
6873,Reliable,13
6874,Reliable,13
6875,Misinformation,5
6876,Reliable,3
6877,Misinformation,1
6878,Misinformation,25
6879,Misinformation,25
6880,Misinformation,1
6881,Misinformation,28
6882,Misinformation,10
6883,Misinformation,10
6884,Reliable,26
6885,Misinformation,29
6886,Misinformation,28
6887,Misinformation,28
6888,Reliable,13
6889,Misinformation,3
6890,Misinformation,1
6891,Misinformation,28
6892,Misinformation,5
6893,Misinformation,5
6894,Reliable,26
6895,Misinformation,10
6896,Misinformation,5
6897,Misinformation,5
6898,Misinformation,5
6899,Reliable,10
6900,Misinformation,5
6901,Reliable,28
6902,Misinformation,11
6903,Misinformation,5
6904,Reliable,10
6905,Misinformation,25
6906,Misinformation,5
6907,Misinformation,25
6908,Reliable,13
6909,Misinformation,10
6910,Misinformation,5
6911,Misinformation,1
6912,Misinformation,5
6913,Misinformation,1
6914,Misinformation,13
6915,Reliable,26
6916,Misinformation,29
6917,Misinformation,5
6918,Misinformation,10
6919,Reliable,28
6920,Reliable,30
6921,Misinformation,3
6922,Misinformation,1
6923,Misinformation,11
6924,Misinformation,1
6925,Reliable,28
6926,Misinformation,11
6927,Reliable,10
6928,Misinformation,1
6929,Misinformation,30
6930,Misinformation,10
6931,Misinformation,28
6932,Misinformation,5
6933,Reliable,26
6934,Reliable,26
6935,Reliable,21
6936,Reliable,13
6937,Misinformation,5
6938,Misinformation,5
6939,Reliable,28
6940,Misinformation,5
6941,Reliable,13
6942,Misinformation,13
6943,Reliable,3
6944,Reliable,13
6945,Misinformation,28
6946,Reliable,25
6947,Reliable,30
6948,Misinformation,5
6949,Misinformation,25
6950,Misinformation,11
6951,Reliable,28
6952,Reliable,28
6953,Reliable,3
6954,Reliable,10
6955,Misinformation,5
6956,Reliable,11
6957,Reliable,3
6958,Reliable,13
6959,Misinformation,25
6960,Misinformation,26
6961,Reliable,5
6962,Reliable,28
6963,Misinformation,3
6964,Misinformation,11
6965,Misinformation,11
6966,Misinformation,5
6967,Misinformation,11
6968,Reliable,28
6969,Reliable,3
6970,Misinformation,11
6971,Reliable,21
6972,Misinformation,25
6973,Misinformation,28
6974,Reliable,13
6975,Reliable,28
6976,Misinformation,28
6977,Misinformation,11
6978,Reliable,3
6979,Reliable,13
6980,Reliable,25
6981,Reliable,11
6982,Misinformation,28
6983,Reliable,13
6984,Reliable,3
6985,Reliable,3
6986,Reliable,28
6987,Misinformation,11
6988,Misinformation,21
6989,Misinformation,10
6990,Misinformation,11
6991,Reliable,13
6992,Misinformation,28
6993,Misinformation,3
6994,Reliable,26
6995,Reliable,28
6996,Misinformation,11
6997,Misinformation,10
6998,Misinformation,25
6999,Misinformation,25
7000,Misinformation,10
7001,Reliable,26
7002,Misinformation,5
7003,Reliable,5
7004,Reliable,28
7005,Reliable,26
7006,Reliable,26
7007,Misinformation,10
7008,Reliable,26
7009,Misinformation,5
7010,Misinformation,5
7011,Reliable,26
7012,Reliable,28
7013,Reliable,13
7014,Misinformation,29
7015,Reliable,11
7016,Reliable,25
7017,Misinformation,28
7018,Misinformation,28
7019,Reliable,26
7020,Misinformation,5
7021,Misinformation,11
7022,Reliable,3
7023,Misinformation,5
7024,Misinformation,28
7025,Reliable,26
7026,Misinformation,10
7027,Misinformation,5
7028,Misinformation,10
7029,Reliable,28
7030,Misinformation,30
7031,Reliable,11
7032,Misinformation,10
7033,Misinformation,13
7034,Reliable,26
7035,Reliable,28
7036,Reliable,13
7037,Reliable,26
7038,Misinformation,5
7039,Misinformation,5
7040,Misinformation,5
7041,Misinformation,5
7042,Misinformation,5
7043,Reliable,25
7044,Misinformation,25
7045,Reliable,3
7046,Misinformation,28
7047,Misinformation,5
7048,Reliable,13
7049,Reliable,30
7050,Reliable,13
7051,Misinformation,1
7052,Misinformation,10
7053,Misinformation,11
7054,Reliable,5
7055,Reliable,21
7056,Reliable,28
7057,Reliable,13
7058,Reliable,11
7059,Misinformation,28
7060,Misinformation,5
7061,Misinformation,1
7062,Reliable,11
7063,Misinformation,29
7064,Reliable,25
7065,Misinformation,10
7066,Misinformation,11
7067,Reliable,13
7068,Reliable,13
7069,Misinformation,11
7070,Reliable,13
7071,Reliable,11
7072,Misinformation,28
7073,Reliable,28
7074,Reliable,10
7075,Reliable,1
7076,Reliable,13
7077,Misinformation,26
7078,Misinformation,11
7079,Misinformation,1
7080,Misinformation,28
7081,Reliable,11
7082,Reliable,30
7083,Misinformation,25
7084,Reliable,3
7085,Reliable,13
7086,Misinformation,5
7087,Misinformation,10
7088,Misinformation,30
7089,Misinformation,1
7090,Reliable,3
7091,Reliable,13
7092,Reliable,21
7093,Misinformation,5
7094,Reliable,26
7095,Reliable,28
7096,Misinformation,3
7097,Misinformation,5
7098,Reliable,28
7099,Misinformation,1
7100,Reliable,28
7101,Reliable,13
7102,Reliable,3
7103,Reliable,28
7104,Misinformation,28
7105,Reliable,10
7106,Reliable,28
7107,Misinformation,5
7108,Misinformation,1
7109,Misinformation,5
7110,Reliable,13
7111,Misinformation,28
7112,Misinformation,3
7113,Misinformation,5
7114,Reliable,26
7115,Misinformation,11
7116,Reliable,13
7117,Reliable,13
7118,Reliable,28
7119,Misinformation,10
7120,Reliable,30
7121,Reliable,26
7122,Reliable,13
7123,Reliable,28
7124,Reliable,21
7125,Reliable,11
7126,Misinformation,11
7127,Reliable,28
7128,Reliable,28
7129,Misinformation,11
7130,Reliable,13
7131,Misinformation,5
7132,Reliable,11
7133,Misinformation,21
7134,Misinformation,5
7135,Reliable,28
7136,Misinformation,11
7137,Misinformation,11
7138,Misinformation,26
7139,Misinformation,11
7140,Misinformation,10
7141,Reliable,26
7142,Reliable,30
7143,Reliable,28
7144,Misinformation,25
7145,Reliable,13
7146,Reliable,3
7147,Misinformation,1
7148,Misinformation,28
7149,Reliable,11
7150,Misinformation,29
7151,Reliable,3
7152,Reliable,28
7153,Reliable,28
7154,Misinformation,13
7155,Misinformation,11
7156,Misinformation,11
7157,Misinformation,29
7158,Misinformation,5
7159,Reliable,3
7160,Reliable,28
7161,Reliable,26
7162,Misinformation,11
7163,Misinformation,5
7164,Misinformation,5
7165,Misinformation,28
7166,Reliable,25
7167,Misinformation,5
7168,Reliable,3
7169,Reliable,5
7170,Misinformation,29
7171,Reliable,10
7172,Misinformation,10
7173,Reliable,28
7174,Reliable,3
7175,Reliable,26
7176,Misinformation,21
7177,Misinformation,10
7178,Misinformation,11
7179,Misinformation,5
7180,Reliable,1
7181,Reliable,13
7182,Reliable,30
7183,Reliable,26
7184,Reliable,11
7185,Reliable,26
7186,Reliable,26
7187,Misinformation,28
7188,Misinformation,28
7189,Reliable,13
7190,Reliable,26
7191,Reliable,28
7192,Misinformation,3
7193,Misinformation,29
7194,Misinformation,5
7195,Reliable,13
7196,Reliable,30
7197,Reliable,10
7198,Reliable,26
7199,Reliable,13
7200,Reliable,5
7201,Misinformation,25
7202,Misinformation,21
7203,Misinformation,5
7204,Reliable,26
7205,Reliable,26
7206,Misinformation,1
7207,Reliable,13
7208,Reliable,3
7209,Reliable,13
7210,Reliable,28
7211,Misinformation,1
7212,Reliable,25
7213,Reliable,21
7214,Misinformation,25
7215,Reliable,13
7216,Misinformation,11
7217,Reliable,5
7218,Misinformation,10
7219,Reliable,30
7220,Reliable,13
7221,Reliable,25
7222,Misinformation,26
7223,Misinformation,11
7224,Misinformation,10
7225,Misinformation,28
7226,Reliable,26
7227,Reliable,30
7228,Reliable,5
7229,Reliable,25
7230,Misinformation,1
7231,Misinformation,5
7232,Misinformation,5
7233,Reliable,28
7234,Reliable,26
7235,Misinformation,29
7236,Misinformation,25
7237,Misinformation,11
7238,Reliable,5
7239,Reliable,10
7240,Misinformation,28
7241,Reliable,3
7242,Misinformation,1
7243,Reliable,28
7244,Misinformation,1
7245,Reliable,28
7246,Reliable,11
7247,Misinformation,11
7248,Misinformation,25
7249,Misinformation,10
7250,Misinformation,11
7251,Misinformation,5
7252,Misinformation,28
7253,Reliable,13
7254,Misinformation,5
7255,Misinformation,1
7256,Misinformation,26
7257,Misinformation,5
7258,Reliable,30
7259,Misinformation,29
7260,Reliable,3
7261,Reliable,26
7262,Misinformation,11
7263,Reliable,26
7264,Reliable,5
7265,Misinformation,28
7266,Misinformation,13
7267,Misinformation,28
7268,Reliable,25
7269,Reliable,28
7270,Misinformation,11
7271,Reliable,10
7272,Misinformation,5
7273,Reliable,28
7274,Reliable,13
7275,Reliable,13
7276,Reliable,26
7277,Reliable,11
7278,Misinformation,11
7279,Reliable,26
7280,Reliable,26
7281,Misinformation,28
7282,Misinformation,28
7283,Reliable,13
7284,Reliable,13
7285,Misinformation,25
7286,Reliable,13
7287,Misinformation,21
7288,Reliable,3
7289,Misinformation,11
7290,Reliable,26
7291,Reliable,28
7292,Reliable,11
7293,Misinformation,25
7294,Reliable,10
7295,Reliable,13
7296,Reliable,13
7297,Reliable,26
7298,Reliable,13
7299,Reliable,28
7300,Misinformation,30
7301,Reliable,28
7302,Misinformation,1
7303,Reliable,26
7304,Reliable,28
7305,Reliable,28
7306,Misinformation,28
7307,Misinformation,5
7308,Reliable,13
7309,Misinformation,30
7310,Misinformation,11
7311,Reliable,26
7312,Misinformation,1
7313,Reliable,13
7314,Reliable,28
7315,Misinformation,5
7316,Misinformation,5
7317,Reliable,30
7318,Reliable,5
7319,Misinformation,11
7320,Reliable,3
7321,Misinformation,29
7322,Reliable,10
7323,Reliable,13
7324,Reliable,26
7325,Misinformation,28
7326,Reliable,28
7327,Reliable,5
7328,Misinformation,1
7329,Misinformation,1
7330,Misinformation,5
7331,Reliable,13
7332,Misinformation,3
7333,Misinformation,25
7334,Reliable,28
7335,Reliable,13
7336,Misinformation,25
7337,Misinformation,1
7338,Reliable,26
7339,Reliable,3
7340,Misinformation,10
7341,Misinformation,10
7342,Reliable,26
7343,Reliable,13
7344,Reliable,11
7345,Reliable,26
7346,Misinformation,11
7347,Misinformation,28
7348,Reliable,26
7349,Misinformation,1
7350,Reliable,28
7351,Reliable,26
7352,Misinformation,28
7353,Misinformation,11
7354,Reliable,28
7355,Reliable,13
7356,Reliable,21
7357,Reliable,25
7358,Reliable,25
7359,Misinformation,5
7360,Misinformation,11
7361,Reliable,5
7362,Misinformation,5
7363,Misinformation,26
7364,Reliable,28
7365,Reliable,13
7366,Reliable,13
7367,Misinformation,25
7368,Misinformation,11
7369,Misinformation,10
7370,Misinformation,5
7371,Misinformation,28
7372,Misinformation,25
7373,Reliable,28
7374,Misinformation,5
7375,Reliable,11
7376,Misinformation,28
7377,Misinformation,28
7378,Reliable,13
7379,Reliable,10
7380,Misinformation,11
7381,Reliable,26
7382,Misinformation,5
7383,Misinformation,5
7384,Reliable,28
7385,Reliable,28
7386,Misinformation,11
7387,Reliable,13
7388,Reliable,13
7389,Misinformation,25
7390,Reliable,10
7391,Misinformation,3
7392,Misinformation,25
7393,Misinformation,25
7394,Reliable,11
7395,Misinformation,25
7396,Reliable,25
7397,Misinformation,10
7398,Reliable,28
7399,Misinformation,25
7400,Misinformation,5
7401,Misinformation,5
7402,Misinformation,10
7403,Reliable,13
7404,Misinformation,30
7405,Reliable,10
7406,Misinformation,10
7407,Misinformation,1
7408,Misinformation,5
7409,Reliable,13
7410,Misinformation,1
7411,Reliable,28
7412,Misinformation,5
7413,Misinformation,10
7414,Misinformation,25
7415,Reliable,21
7416,Misinformation,25
7417,Reliable,28
7418,Reliable,30
7419,Misinformation,10
7420,Reliable,13
7421,Misinformation,5
7422,Reliable,26
7423,Misinformation,28
7424,Misinformation,1
7425,Misinformation,11
7426,Reliable,28
7427,Misinformation,29
7428,Reliable,21
7429,Reliable,28
7430,Misinformation,10
7431,Reliable,13
7432,Reliable,26
7433,Misinformation,11
7434,Misinformation,29
7435,Misinformation,5
7436,Reliable,28
7437,Misinformation,10
7438,Reliable,30
7439,Misinformation,28
7440,Reliable,3
7441,Reliable,3
7442,Misinformation,28
7443,Misinformation,13
7444,Misinformation,26
7445,Reliable,28
7446,Reliable,28
7447,Misinformation,21
7448,Reliable,3
7449,Reliable,13
7450,Reliable,26
7451,Reliable,28
7452,Misinformation,11
7453,Reliable,28
7454,Misinformation,28
7455,Reliable,21
7456,Misinformation,25
7457,Reliable,13
7458,Misinformation,5
7459,Misinformation,25
7460,Reliable,13
7461,Misinformation,28
7462,Misinformation,5
7463,Reliable,26
7464,Misinformation,5
7465,Reliable,3
7466,Reliable,13
7467,Misinformation,11
7468,Reliable,10
7469,Reliable,28
7470,Reliable,3
7471,Reliable,10
7472,Misinformation,29
